review_text,review_date,flavour_name,star_rating
"Generally, I use the authenticity code printed on the box and it gets verified on Optimum Nutrition website (or through SMS). But this time, when I sent the authentication code on ON's verification SMS system, there was no response. I tried verifying on their website too, and that didn't work either. I am genuinely doubtful whether the product I received is genuine or not. Kindly help.",Reviewed in India on 4 May 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Mango flavour is too sweet. Too many artificial sweetner has been added. Protein is good quality. Buy chocolate flavour instead,Reviewed in India on 14 May 2024,Flavour Name: Alphonso MangoSize: 2 Lbs,3
"No doubt that the whey is very high standard protein If you want a good protein go for it , but the taste is very average and with the flavor it still tastes very raw and horrible when you take 2-3 gulp you feel like throwing and you can even puke all out you can clearly taste the heavy metals like you are chewing iron pieces so just buy other flavors of on don’t buy double dark chocolate if you want you can buy cookies and cream flavor that tastes good and overall on is the best protein you can buy .",Reviewed in India on 15 January 2024,Flavour Name: Double Rich ChocolateSize: 3.7 Lbs (1.7 Kg ),3
There was no seal after opening the container. Someone could have easily removed or replaced the content of the container.,Reviewed in India on 3 May 2024,Flavour Name: Mocha CappucinoSize: 2 Lbs,3
Okk,Reviewed in India on 18 May 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Good product,Reviewed in India on 21 March 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"I sent  code to 57575 , however I did not get any response and the product ws not verified",Reviewed in India on 18 January 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
for beginners,Reviewed in India on 17 February 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
It is a Good product No doubt about it . But I don't like this Flavor Very Much. You Can prefer other Flavour than this.,Reviewed in India on 8 December 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"The nutritional composition of this product is awful!!! it includes sunflower oils and maltodextrin which are just the worse components to have on a whey protein as it causes overall inflammation of the body. As I tasted this a) my tastebuds got overwhelmed with such artificiality (as I have a very clean diet), b) I developed headache and c) my belly expanded. don't buy it as it is definitely not worth it!! Better to eat boiled eggs altogether than this poison (full of artificial ingredients and the cheapest toxic ingredients). I just decided to throw it into the garbage",Reviewed in India on 25 January 2023,Flavour Name: Extreme Milk ChocolateSize: 2 Lbs,3
"I don't know, but you guys cannot give a single piece of scopp in the box ? I mean how im gonnaa know the exact quantity needed ?",Reviewed in India on 25 October 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Am a first time consumer of any kind of Whey Protein and based on the reviews have purchased this one.The delivery was smooth and had checked all the contents and verified the authenticity on the website through the code on the pack.I have taken vanilla ice cream flavor and have found it to be too sweet to my taste buds.,Reviewed in India on 21 April 2023,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
"I got this flavor after reading a lot positive comments about it. Though it turned out to be a disappointment to me. It felt so bad that I thought of throwing it out.A few days, I decided to read the instruction in the jar and it said you need to mix it with 180-240ml water. That's where I was wrong. I was mixing it with 150-180ml water(perfect quantity for Double Rich Chocolate).Those who are disliking it's flavor can try this - 250ml water + 5-6 ice cubes. It will drastically reduce down the sweetness and make it far more tolerable.No issues with the whey quality but I'm never buying this flavor again!",Reviewed in India on 6 June 2022,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
"The box came packed so I am assuming it's original. However, it leaves a strange after taste which usually doesn't come with original whey. So I am not sure if I will recommend this or not.",Reviewed in India on 17 May 2023,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
Everything is great as per mentioned macros expect it's too costly for what it offers,Reviewed in India on 22 September 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Get only if you like dark chocolate. I was literally 3/4th inti the bottle that I got hang of the taste. But I would not get this ever again.I have been consuming ON protein for quite sometime now. But I had issues digesting this time. I am going to try plant based protein now.If you are a beginner, I suggest try pea plant based protein.",Reviewed in India on 4 December 2022,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Before I say anything, know this. Food and Grocery safety in India is pure joke. There are no proper safety recommendations. Big corporations are selling extremely dangerous products to average Indians who don't know much and don't even bother to check if something's genuine or not, affecting the health negatively in long term.Saying this, Optimum Nutrition is from a reputed and trusted US based company. The product was indeed genuine.On Amazon.in, Make sure you're ordering from ONLY verified distributors :For example, Cloudtail India.Go to the official site of Optimum Nutrition to see how to check the authenticity of the product and register it.Impressions:The texture was kind of powdery.After trying the powder, sense of my taste and smell was gone for weeks. (Might not be related, just saying)",Reviewed in India on 14 June 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Actually, I had very strong hair, when I was using this product, i experienced hair fall suddenly.. so I skip this product.",Reviewed in India on 22 July 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Received the product on time but the seal was damaged. That is quite enough to question the authenticity of the product given that many fakes are available in the market. 2 scoops in 700ml bottle still seems watery (thin consistency )than expected. Mixability is good.,Reviewed in India on 26 July 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Everything looks okay except 1) the powder seems to be in lumpy form in the tub 2) the scoop provided is the blurred transparent color without ON embossed on it. Kindly help,Reviewed in India on 15 February 2023,Flavour Name: Mocha CappucinoSize: 2 Lbs,3
Good,Reviewed in India on 16 September 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Not sure whether the product is pure / genuine. Last 2 orders received had transparent scoop (instead of golden scoop) with no sign of ON branding on it.The flavor wasn't very soothing, it is purely neutral this time, highly doubt if it has any double chocolate thing to it.The powder didn't blend well with the same amount of water I used earlier (only this time it would form some bubbles and rise only to settle after a while)However the outer package and seal vouch for it's authenticity, I highly doubt if the inner product had anything to do with ON.",Reviewed in India on 21 May 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"I purchased this prodict because of the name of ON n that too gold series. But, I'm not very happy with the product because of the following reasons.1. When I opened the lid, there was no seal pack at the top of the jar. Usualy even indian brands have the sealed air tight bottle opening.2. The moment I opened the Jar, a gush of stink entered  my nose. Although it lasted only Few seconds, but there it was.3. It does not dissplve easily. Even after shaking few times, few chunks of the protein remain undissolved.I never faced any of these problems in any of the indian brands. So I'm very very much disappointed. Even after paying so much if we can't get excellent quality, then what's the point of spending so much money on the brand.",Reviewed in India on 6 April 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Okay,Reviewed in India on 26 July 2023,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
"2lb. Rocky Road. My issue with this particular purchase was that the cap was not tightly shut, even though the seal was intact. Some powder leaked out. I could actually tighten the cap even without opening the seal. One thing I don't like about ON is that the tubs don't look premium and the seal system is inferior to the price we pay.About this purchase, I think it is genuine. I have checked the 6-digit code in the website. Moreover it looks, feels and tastes exactly like the ones I normally purchase in the UAE.About the flavor(Rocky Road), it is good, but I still think 'Double Rich Chocolate' and 'Chocolate Malt' are better.",Reviewed in India on 13 July 2020,,3
Overall result is good but taste is very bad. I purchase a chocolate Flavour protien and it's smells very bad.,Reviewed in India on 3 December 2022,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Been using ON gold whey since last 2 year but this time vanilla ice cream flavour scoop comes in transparent colour instead of original gold colour.Even though the code is genuine but I have doubt if anyone else has also received the similar scoop,Reviewed in India on 16 September 2021,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
"I'm not understanding onething there is lots of different between healthkart and Amazone product..  1st time bought it from healthkart and 2nd time Amazone because of less price but Amazone product did not come longer than healthkart so I feel quantity is less and 2nd it did not work out for me as original but when checked in website with scratch code it says original, I'm completely confused.",Reviewed in India on 3 February 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Powder is not bad but not suit me,give stomach ache and discomfort after eating.my digestion is very poor but muscleblaze raw whey 80 is very good for my digestive issue ,i observed the quality of muscleblaze raw 80 is better when ordering from flipkart,I don't know why from amazon powder is genuine but not good as from as Flipkart. But amazon's return policies are for better than Flipkart i feel safe to buy from amazon and i recommend to buy from amazon for this type products.Thanks",Reviewed in India on 25 September 2019,Flavour Name: Mocha CappucinoSize: 2 Lbs,3
"Rating 3 for now, will rate differently after a while. What instigated me to write a review, with of course a bit of skepticism is that that the front portion of the Jar where the brand is written, is not supposed to have the vegetarian mark as is evident from the photo of the product listed for sale in amazon. You can see the photo that I have posted and it does contain a vegetarian mark.Would be glad if cloudtail reads my message and clarifies the air.",Reviewed in India on 2 October 2018,Flavour Name: StrawberrySize: 2 Lbs,3
While placing the order the Best before date was shown as 5/11/2021. The delivered product had expiry date of 06/2021. I was offered a replacement assuring that the new product would have expiry in 11/2021. However the replacement product had same expiry date. And then I was denied replacement /return. Kindly share right product details to Customers.,Reviewed in India on 26 December 2020,Flavour Name: StrawberrySize: 2 Lbs,3
I like it but wsa 1 year old!! And it was pretty different than the same product of 6months old... please when I odar it next time ...give max 6months and not older than that,Reviewed in India on 14 December 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
It's been almost a year we have been using it but this time the product is not at all good. Earlier it used to mix like chocolate but this time its not at all getting mixed. Pl check picture and kindly replace it.,Reviewed in India on 22 February 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"there was always a scoop in it and in my order there isn't i don't know why it is original or not and without scoop serving it with regular spoon , it really confusing that how much I'm consuming whey protein",Reviewed in India on 19 May 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"This product, even though all the quality checking measures are correct, is not original genuine Optimum Nutrition product. I am not really fully aware of further details. As compared with my friend's, which he brought from middle east, the change is very clear. But i have used it for month now, and honestly speaking, it does give the results, if the work out program is right.",Reviewed in India on 8 December 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"I found the combination of chocolate,peanut butter and marshmallows appealing at first but when I tasted it, it was average. Then again the opinion is just based on my preference and taste buds. It’s amazing that a scoop of whey powder can not only have various flavours but also a significant amount of protein.My recommended ON whey protein flavours would be Double Rich Chocolate & Mocha Cappuccino. You won’t regret them! :)",Reviewed in India on 8 February 2019,,3
The product delivered is just few months away from the date of expiry. Supplier should send more recently packed products so that customer can use without the worry of product expiry in 2 months.,Reviewed in India on 17 March 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
It's tasting bitter. I always expect genuine products from Amazon but I hope this time I received not the original one,Reviewed in India on 1 February 2022,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
I didn't like the flavour personally you may like it.,Reviewed in India on 21 May 2022,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
"It test like chocolate complan, anyway when I opened it for first time it seems like some amount has taken out.And I have doubt is it real or not? It feels like fake product.",Reviewed in India on 31 May 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Product dosent improve Lonely. Not getting much results. evenly habe to intake more eggs chicken natural protien also along with scoop of whey. can give expected result. My siggestion is if you are not having plan to step up stage competion then it dosent need. Pls go with natural foods its long last and super fit nd look to ur body. have Much money then go nd buy.,Reviewed in India on 1 August 2018,Flavour Name: StrawberrySize: 2 Lbs,3
Delivery was prompt. Mine wad surprisingly from never heard glanbia nutrition. I've used half the container now and i didn't even find a scoop. Which makes me doubt the authenticity !,Reviewed in India on 17 March 2021,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
"Its a great product. Original and the worlds best, no questions asked. The double rich chocolate tasted good even with water but best when taken with cold milk. No complaints whatsoever. So why 3 stars? The actual price in US is for the same is $29.99. Thats roughly Rs 2000. But here they sell it for 2900 to even 3400. I understand that there are charges for import , shipping. But that shouldn't be an issue when you are importing in bulk. People think too much of profit these days. Since we don't have any other option we have to buy from here :(",Reviewed in India on 29 November 2015,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
How should I check authenticity when it has only 5 digits(please see image) where as there should be total 6 digits!Cannot comment if its original or not.,Reviewed in India on 4 September 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"I have ON Nutrition products from 3months. For this flavour I got the spoon in white color and it is transparent one. Not sure,if this is genuine one.",Reviewed in India on 14 April 2021,Flavour Name: Mocha CappucinoSize: 2 Lbs,3
"I dont know but i want to replace it,I show you images. The package is looking fake",Reviewed in India on 17 September 2021,Flavour Name: Mocha CappucinoSize: 2 Lbs,3
Reduce the price a little,Reviewed in India on 1 May 2022,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"The media could not be loaded.
                



The Flavor was decent but I can't say it's best it's doesn't very well mixes with other 😅",Reviewed in India on 21 March 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Best Whey protein out there, but always the expiry date is about 6 months when I buy this. Got a 2019 mfd. this time. Expires June 2021.",Reviewed in India on 19 January 2021,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
Flavor is okayish...Amazon sent this product with 1 year already past the date of manufacturing.,Reviewed in India on 25 May 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
I think product is genuine but I tryed to SMS code verification but code is incorrect..I was tryed 4 to 5 time this is not Acceptable code.,Reviewed in India on 19 October 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Lid was sealed but inner lid wasn't. Taste is mild compared to other brands. However, forms lumps when mixed with milk. Not great.",Reviewed in India on 15 December 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"When i open it....there is no bag in it ,its poweder without bag..which creat dought in my mind its origional or not,bcoz i saw a bag in bottel in ON nutrision site ..",Reviewed in India on 20 July 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Consistency is not thick....as per prescribed I opted that much scoop in the limited amount of water but thickness is not upto that mark of this product,Reviewed in India on 16 January 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
I am not sure if I have received duplicate. There was no seal at the top on lid. There was no cover or anything or seal or foil covered jar.Just plastic lid which I opened. And inside is powder half jar filled. So I am not sure if I should use this. Anyone else received same as I did?,Reviewed in India on 22 March 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
I got a ON whey protein product but there mention imported & marketed by Glanbia performance Nutrition India pvt. Ltd. Is it real? Tell.,Reviewed in India on 6 March 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
I buy this product first time. After used this whey protein. I will buy this nd  post review,Reviewed in India on 5 January 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Price could be better, it was 25% lower in billion day sale. Bought at 2.6k. Cookies and Cream is amazing flavour.",Reviewed in India on 27 October 2020,Flavour Name: Cookies & CreamSize: 2 Lbs,3
It has mentioned 907g but I have weighted the whey protein it is 750g I have lost 157g,Reviewed in India on 8 February 2021,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
Selling at less rate because they are clearing the old stock which will expire in 6 months,Reviewed in India on 7 January 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Authentic product sent but MFG date is June 2019. Old product sent and only 6 months left till expiry..,Reviewed in India on 3 December 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"I am not really a gym guy but later on I noticed that the powder was creating lump on warm water.also, without consuming proper food like corns, you would soon need a lot of laxatives to go with, if you know what I mean. lol.",Reviewed in India on 12 December 2017,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Had hopes for a geniune product but alas it was an adulterated one.I know because I regret ordering it from here and not importing from bodybuilding dot com, which I normally do.",Reviewed in India on 12 January 2019,Flavour Name: StrawberrySize: 2 Lbs,3
"Got it on 15 May.Writing after using for 4 days.First talking about taste, its not upto the mark like Dymatize rich choclate (I have personally used it). Secondly the mixing, it takes more time to mix and even after well shaking somewhat is left over. Lets see how it effects the muscle growth. Still my personal choice and recommendation is Dymatize Rich Choclate.",Reviewed in India on 18 May 2017,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Taste is very bad for chocolate flavour.,Reviewed in India on 8 October 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
The product test less though it is claimed  by manufacture as chocolate flavor,Reviewed in India on 3 August 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
this is good in taste and best for body,Reviewed in India on 20 April 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Not satisfied with its originality / authenticity of the original product.,Reviewed in India on 7 March 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Expiry date is not matching once I received that is not good for us.,Reviewed in India on 28 February 2021,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
"There was no scoop spoon inside. For the price they charge,  it's ridiculous.",Reviewed in India on 2 July 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Supplies from Old batch of Mfg date July 2019,Reviewed in India on 5 April 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
It is written 'made in USA' in they will write 'made in America'. It is not sealed from inside and there is no spoon inside is the product is fake?,Reviewed in India on 24 January 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Very bad tasteGo for extreme milk chocolate or chocolate peanut butter instead,Reviewed in India on 30 May 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
My protein is not desolving properly with hot milk. I have to use mixer and after that it also have some clots. I dont know its a sign of good or bad protein.,Reviewed in India on 9 September 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"No way you can check if this is genuine. The page mentioned on the label for the ON site does not exist. On scanning the code it again takes you to the page which again does not exist. There is no peel off label that I saw on the 5 lbs box.As such taste etc are good.But if buying product this costly, better buy from the neulife, Even the price is actually cheaper there.",Reviewed in India on 16 March 2016,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Is the product genuine? There was no seal inside,though the code showed product is real.",Reviewed in India on 11 February 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
I dont get scoop,Reviewed in India on 16 September 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
It's good but I don't see growing in my mussels or in my stamina..,Reviewed in India on 17 November 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
The product that's shown in the picture is on sale in the US I guess. If you check the product image it's clearly mentioned 'Gluten free' and 'Banned substance tested'. But the product they sell in India lacks these notifications. I'm sceptical about the product's authenticity in terms of these points.,Reviewed in India on 6 September 2017,Flavour Name: Cookies & CreamSize: 2 Lbs,3
flavour tastes cheap chocolate candy,Reviewed in India on 9 April 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
I discovered nothing why i should continue to use it as a regular running with light workout s as a fitness enthusiast,Reviewed in India on 5 November 2019,Flavour Name: Extreme Milk ChocolateSize: 2 Lbs,3
3stars is for sending product very close to expiry,Reviewed in India on 1 February 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
I  order 2 times whey protein with flavor double rich chocolate every time i was getting different flavour each time.. I dont know why they are not ale to understand the requirement and delivered different flavor which i dont llike at all.,Reviewed in India on 24 March 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Seal open,Reviewed in India on 7 September 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
The flavour isn’t great. Doesn’t mix well with milk and tastes bad with water.,Reviewed in India on 25 June 2020,Flavour Name: Cookies & CreamSize: 2 Lbs,3
Not happy not happy,Reviewed in India on 20 March 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
I got the item when there was only one month left for the expiry.,Reviewed in India on 28 November 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Value which i paid was high a bit. Same product at cheaper rates available. Take ur time before purchase,Reviewed in India on 5 June 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Taste is good. Dissolves in water without any residue which indicates good quality.  Do not expect instant results with one box. Useful after post workout protein supplementation. One post work out serving of 30 g costs you approximately 90 rupees.,Reviewed in India on 18 April 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
The product didn't cause any allergic reactions at the same time I didn't see any significant increase in weight.,Reviewed in India on 22 May 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Taste is not so much better with water but have a suberb mixability,Reviewed in India on 20 November 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
The product is fine. The only issue I have is the expiry date. When I received the product I had only 3 months before the product expires,Reviewed in India on 22 April 2019,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
My product didn't get verified with authentification code.... May b item is fake,Reviewed in India on 2 March 2020,Flavour Name: Extreme Milk ChocolateSize: 2 Lbs,3
Goodproduct for muscle building,Reviewed in India on 5 May 2021,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
Flavor is not good,Reviewed in India on 8 February 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"The strawberry flavour is really bad. The smell is strong which makes it difficult to drink. I haven't tried it with milk, only with water.",Reviewed in India on 24 August 2018,Flavour Name: StrawberrySize: 2 Lbs,3
Not good,Reviewed in India on 25 March 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Sorry for the recent post i didnt see the scoopThe scoop is placed inbetween the powderBut there is no cover when u open the bottleHope its orginal,Reviewed in India on 18 February 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
First day,Reviewed in India on 15 March 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Vanilla ice cream flavour is the best tasting flavor in my opinion. With chilled milk it tastes just like vanilla milk shake. No additional sugar needed. But for those of you want low-sugar protein powder, this may not be for you.Seems to be of good quality. But recent studies on some of the whey protein brands including Optimum Nutrition suggest presence of aflatoxins and lead? It would be nice to have someone confirm if these problems have been resolved and if they are within safe levels.Been taking this protein powder on and off for a couple of years now. So far never experienced any side effects or bloating.It does come a bit costly but i guess its justified because its imported and is of pretty good quality. With the authentication label, you can be sure you’re not recieving a fake product.",Reviewed in India on 1 May 2024,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,4
Good quality and easily dissolves in water. The problem i felt was it is way too pricey compared to other brands even though its manufactured in india. Initially i thouught it was imported.,Reviewed in India on 2 August 2024,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,4
Very good but price too high,Reviewed in India on 18 August 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,4
"The authentication process is pretty simple. You can for the SMS instruction the TRU SEAL on the box. Sometimes you don’t get a reply to your SMS. Don’t worry, go to the authenticateon website and use the code and batch number. If the SMS already authenticated the product. You will get the time of authentication of your SMS. Else it will show if your product is genuine or not.",Reviewed in India on 21 August 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,4
Nice taste,Reviewed in India on 27 July 2024,Flavour Name: Alphonso MangoSize: 2 Lbs,4
Like,Reviewed in India on 9 July 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,4
"Great taste and misscibility ,No nausea bloating or digestion issues.Suits well.Received a genuine product.Just the packaging was not good the bottle was deformed upto 40%.Rest it serves the purpose and provide adequate protein per serving.The carbs could be decreased and the artificial sweetner Aceesulfame pottasium should be ditched for good and the  price should be a little low.",Reviewed in India on 27 May 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,4
Best product,Reviewed in India on 15 June 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,4
"I WILL GIVE THE FULL REVIEW POINT BY POINT (with attached Photos). ENJOY AND KEEP READING, YOU WON'T BE DISAPPOINTED.Just to clarify and to be honest, this is the first time I'm using a Whey protein, not just the brand but Whey protein itself. Though, I was very skeptical about the purchase after reading so many reviews about the product being fake, I still decided to order it.ABOUT THE JAR/TUB (AUTHENTICITY CHECK from the outside): There was a strong chocolate smell on the outside of the jar already. I checked the bottom of the jar and the tub looked normal. Mfd and Exp date had exactly 2 years gap. I did not find any tampering marks whatsoever.There was the ""ON Authentic seal"" on the neck band. I checked everything thoroughly before opening it. The QR code on the jar itself led me to product page of Optimum Nutrition website.The QR code on the importer sticker led me to Bright Commodities authenticity checking page. I scratched the Importer sticker for the hidden code and entered all the details and it said that the product is authentic.After opening the jar, I did find the seal attached on the lid.The jar was kind of half filled, not up to the brim. (Doubt 1)I also found the golden scoop with the branding on it and Made in USA written inside the scoop along with some other details.SMELL, CONSISTENCY AND TEXTURE OF THE POWDER: The power smelled nice and the texture was normal I think (First time user), not clumpy or anything.No stickiness at all, the powder did not stick to the inside of the jar. (Authenticity checking method found somewhere online)One thing that I noticed was that, the powder had some white particles in it. (Doubt 2)Now, to clear out my doubts I called 011-49594959 which was Glanbia Performance Nutrition. I followed the instructions given by the IVR and asked about my doubts. The customer executive was helpful enough and told that ""The product is 100% authentic. The jar is supposed to be filled half way and the white particles are 'Amino Acids'.""I was satisfied with all the authenticity checking and all.TASTE: Though it smelled really chocolaty, the taste was just okay. According to me, it had a medicinal taste to it.Consistency was okay, not thick at all, it might just be the amount of water I added. (1 full scoop in one glass of water)MIXABILITY: It mixed with the water fairly easily. Found 1 tiny lump, and by ""tiny"" I really mean tiny, most of the people won't even notice it probably. I noticed it because I was trying to find lumps intentionally. Now, keep in mind that I did not use a shaker, it was simply stirred with a spoon in a glass. I did not even stir vigorously. So, mixability is good I think.RATING: Now, talking about the rating, I gave it a 4* just because the taste was okay.",Reviewed in India on 21 March 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,4
Good healthy protein powder. I used and getting good feeling. No pain in my joints. Sleep well. Good protein powder for hard working guys,Reviewed in India on 18 March 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,4
"Indulgent blend of creamy goodness and cookie flavor. Easy mixing, pure delight for fitness goals. Highly recommended!",Reviewed in India on 10 March 2024,Flavour Name: Cookies & CreamSize: 2 Lbs,4
"following is the list of checks i did for the protein powder's genuinity:. ON branded logo on top of the lid.. duration between manufacture and expiry date is exact 2 years. label on bottom of the jar printed in blue.. mixing consistency of the powder is fast with little to no lumps forming after the mix.. made in usa or made in india printed on the scoop.. qr code or 6 digit code on the sticker is verifiable at ON's official site. (most important check). no damages to the tub, lid or the label on the tub.. no spelling mistakes anywhere on the label.. genuine imported label present on the tub along with date of manufacture and expiry (matching with the dates on the bottom of the tub printed in blue), importers address and contact details.. finally, check importer's name in the list of genuine importers on ON's official site.",Reviewed in India on 26 January 2023,Flavour Name: Extreme Milk ChocolateSize: 2 Lbs,4
Really good product but cant say whether it is authorized as it didn’t work for me.,Reviewed in India on 29 February 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,4
I love that product but I needed to get a discount on this product. 😕,Reviewed in India on 17 January 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,4
"I have tried cookies and cream which was really good in taste, it’s just my opinion but I didn’t like double chocolate that much otherwise the absorbency is good will be good for someone who is been taking whey protein for few months,",Reviewed in India on 29 November 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,4
,Reviewed in India on 2 January 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,4
Vanilla Ice Cream Flavor is not up to the mark as compared with the Double Chocolate Flavor.,Reviewed in India on 11 November 2023,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,4
Good productBut not getting verified with codeNot understanding why,Reviewed in India on 18 November 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,4
Good for you if you are going to gym.,Reviewed in India on 15 November 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,4
"So this was my 1st time ordering a protein supplement online and as per others i was also apprehensive about the genuineness. The seller was cloudtail so that was ok and i placed the order. Opened the packaging and carefully examined the box, showed no signs of tampering. The expiry date and batch number were printed on the bottom so that was a good sign. Product was made in Jan this year. Then i tried to scratch the authentication code but it was not coming off so i called the toll free number of glanbia. Gave them the batch number and got confirmation that its a genuine box. Then i realized that you can just remove the scratch sticker and see the number below it. Tracked it on authenticateon website and it was registered there so it was confirmed that its 100% genuine.Now about the taste, this is my 1st tasting ever and for a guy like me who isnt fussy about food/taste this is pretty decent. Not too sweet not too chocolatey.Mixability is great, no lumps or anything.Happy with the purchase.",Reviewed in India on 9 April 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,4
