review_text,review_date,flavour_name,star_rating
"The media could not be loaded.
                



Only half is available inside and over the top cover inside PE PE written what is that expected ON ON branding and not sure it's 1kg or re-packed .looks good on package top like very tight then I ordered in orginal store .",Reviewed in India on 7 May 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"If you’re going for rich chocolate, the taste is not at all good at this price range!Fuel one of muscle blaze offers a much better taste at a price 1k less than this!",Reviewed in India on 8 July 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"Product seems genuine. The only worry was the scoop is a transparent scoop with no logo on it. People who use Opitimum will be aware of the Golden scoop with Logo. I authenticated the product on Optimum website as well as had a call with the customer care- they told me due to environmental concerns the plastic  for the scoop is now transparent. Doesn't make sense at all? Taste wise is Ok.. flavours can be same as the actual rocky road, nor do other flavours except for the generic onces i.e vanilla, chocolate etc. Giving it 2 stars as of now, because of the scoop and the explanation given to me.",Reviewed in India on 14 July 2021,,2
"I am taking  On's Gold standard since years.i can't say its grey market product but definately something wrong this time. Bright commodities said its genuine product when i sent scratch code but its mixability is really bad, not even mixing with shaker and taste is less chocolaty,i dnt feel any heavyness in stomach after having it. Noticed few changes in packaging. It clearly says FOR EXPORT ONLY and they are printing India's FSSAI green mark on label in USA. Feels like its substandard product. Manufacturing exclusively for people of India. I dnt know whats wrong but its definitely not On's Gold standard Whey that we had earlier. Discarding it and switching to Rule 1 or wild whey",Reviewed in India on 21 August 2018,,2
"I recived ON GOLD STANDARD 2LB DOUBLE RICH CHOCOLATE on 19th November from cloudtail seller which is a near expiry product. When I call customer care for return pickup they recived my request but nobody came for pickup. I do the same procedure continuesly 5 day & on each day I receive a SMS that ur pickup has been canceled. The customer care has no control on Amazon logistic team or they both (seller, customer care, logistic) are clubbed with each other to harassing the customer. I request the each customer of Amazon please don't buy any Nutrition product from Amazon bcz if u receive any damage or near expiry product ur product will never pick for return, so beaware before buying Nutrition product from Amazon",Reviewed in India on 3 December 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"Why u guys are wasting plastic that much, keep box small as per quantity in it. It is almost half empty.",Reviewed in India on 25 May 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
The media could not be loaded.,Reviewed in India on 4 October 2023,Flavour Name: StrawberrySize: 2 Lbs,2
Dhakan kholne ke baad andar ka seal ni tha  matlab product hume acha ni Mila h or ise return bhi ni kr skte h very bed,Reviewed in India on 22 January 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"I have been using ON product from past 3 years but this time when it delivered it was bit unusual as the packaging was not proper as when I just opened the seal the powder was spilling out , also the packaging colour was little different on the backside(not sure if ON have changed their packaging ) . Also I always use double chocolate so this time it tastes also different , I have texted the code to the given number for the authenticated it got verified as an original product though",Reviewed in India on 8 September 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Flavour is not goodThe quality is not like AmericaOptimum Nutrition is made wrong decisionTo manufactured in India from 3rd partyPlease maintain your company repotation,Reviewed in India on 7 October 2022,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Gold standard whey is now no longer imported but now made in India. Instead of passing of benefit( no international shipping cost and no import custom duty) to the customer they increased the price further.Taste is also nothing great. I would personally go for my protein whey isolate instead of this.,Reviewed in India on 2 April 2022,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,2
I don't  like this product. Maine mere husband ke liye mangaya tha. But koi result nhi aaya.,Reviewed in India on 24 February 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Taste like crap,Reviewed in India on 29 May 2023,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,2
Not like the flavour mentioned,Reviewed in India on 14 March 2023,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,2
"Plastic box quality is below average , even the spoon is hide inside the power and you will.have to insert your hand all the way inside to get that tiny orange spoon out ... Flavour is awful and it will not mix it properly .. you will not feel like drinking this every day ... Simply not the best product I would recommend to anyone",Reviewed in India on 24 January 2021,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,2
I didn't liked the flavor as well It didn't mix it well with waterI suspect if this is orginal whey protein.I used the whye protien previously which do mix well with water and taste better. After taking orginal whey protein you should feel to energy or the effects of it.Unfortunately I didn't felt anything with this productAs I bought this and need to try few more days and see if it is total worth it,Reviewed in India on 8 March 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
I used it for the first time and it smelled awesome I mean like pure chocolate but when I made a shake with water it tasted like water mixibility is bad it forms lumps I don't know if it contains any sugar or not but it tastes plane and when mixed with water it smells bad too. I checked the product on bright commodities and it showed that my product is authentic but I don't know I still have some issues. May be in India these products are not actually authentic. I am not sure,Reviewed in India on 10 March 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
I trusted clouldtail to buy supplements believing that i would get original products . It had bright commodities hologram and all which i found was persuasive enough to try it  . But the real thing is when it comes to results . I didn't see any visible results over a months time . the same pack i bought abroad which gave me good visible results within  a month . Hereafter i would prefer buying from Bodybuilding.com directly,Reviewed in India on 21 June 2018,Flavour Name: Cookies & CreamSize: 2 Lbs,2
The product was delivered in nov 2020 and had a date of import as May 2019 and expiry as May 2021.No mention of nearing expiry in the product description. Please refrain from such concealing of information.,Reviewed in India on 12 November 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
I frankly am not satisfied with the product. The quantity seemed less than the usual protein powders. And the packaging kind of seemed pre used.,Reviewed in India on 12 May 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
It tasted very bad. Then I realized that I bought the product which was close to its expiry date.,Reviewed in India on 25 July 2021,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,2
Iss se kuch b nhi hota. Useless product,Reviewed in India on 14 November 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"If you're not a coffee drinker or have a low tolerance for caffeine, this will keep you up at night.",Reviewed in India on 18 August 2021,Flavour Name: Mocha CappucinoSize: 2 Lbs,2
Not better,Reviewed in India on 22 April 2022,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
The product is almost 2 yrs old. Not happy,Reviewed in India on 8 May 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"I have bought chocolate flavour, tastes really bad. taste wise ultimate nutration is better and value for money as well.",Reviewed in India on 24 May 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"Today when I open the Box, I find box almost half ( around 60% ) filled with powder.Not sure if this is correct as I had more content in my earlier purchase",Reviewed in India on 18 October 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
When I received on whey protein ...I used one scoop of whey in water and mix it but not mixed properl and showing lumps ...,Reviewed in India on 22 January 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"Other brands container is covered, but ON's container is not covered",Reviewed in India on 4 January 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"Taste not food. Doesnt taste like chocolate, tastes more like cocoa ! Too hyped!",Reviewed in India on 4 November 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Bodybuilding,Reviewed in India on 29 March 2022,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Good,Reviewed in India on 20 March 2022,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
I recieved a damaged product.Pictures are attached.,Reviewed in India on 18 August 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Im not sure the product is orignal or no please verify after buying it,Reviewed in India on 25 May 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Not good fake product,Reviewed in India on 19 September 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"Is it Original? , as i am unable to trace via authentication code.",Reviewed in India on 24 August 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"Sealed box,  genuine from importer. However,  the product has already lost 60% of its shelf life before arrival. Bought this product in March 2019 and received a box that was Manufactured Jan 2018, Expiry Jan 2020.",Reviewed in India on 13 March 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
High side effects,Reviewed in India on 12 August 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Poor product,Reviewed in India on 2 September 2021,Flavour Name: Extreme Milk ChocolateSize: 2 Lbs,2
This come to me without tight plastic seal on the cap. It looked that it's used before..Flavour and absorbency was good,Reviewed in India on 6 July 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"Package sent to me was manufactured in 2018. Though expiry is 2 months away, I don't feel good about consuming it:(",Reviewed in India on 12 July 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
We have been giving our son Whey Protien for the past 3 months. Last week my son was seriously ill with severe heart palpitation and breathlessness. The doctors attending to him in a major hospital said Whey protien may have produced this. We checked it out on the web and found this to be true. Please check under Whey Protien and Arthythmis and you will know what Iam talking about. It almost proved fatal to our son. We have taken him off it and he's much better.,Reviewed in India on 27 June 2015,Flavour Name: StrawberrySize: 2 Lbs,2
The rating is only for the taste of the flavour mocha cappuccino. It is quite terribly sweet. Tried with water and with milk. But sweet either ways. Dont think any health conscious person would like this overly sweet flavour,Reviewed in India on 4 November 2019,Flavour Name: Mocha CappucinoSize: 2 Lbs,2
I ordered the double chocolate flavour. It is an utter dissapointment. Doesn't even feel like original.Cappucino mocha was much much better.I dont know if Amazon would take back the opened box.,Reviewed in India on 25 January 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
,Reviewed in India on 31 July 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"Not sure if authentic, tastes different compared to what I used to get in UK. No authenticate covering once you open the lid (may be different packaging). Although bright commodities is listed on ON site (that's a bit of relief). Will try and verify with them if this product actually imported by them",Reviewed in India on 17 October 2017,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
When I first ordered I got real product but when second time I ordered I got duplicate. It was not properly dissolving  in milk/water,Reviewed in India on 26 November 2019,Flavour Name: Cookies & CreamSize: 2 Lbs,2
"I received this product, but quantity is less than mentioned on product and packaging is also damaged",Reviewed in India on 9 February 2020,Flavour Name: Extreme Milk ChocolateSize: 2 Lbs,2
I m not satisfy with this product because of poor packaging and also i m not sure wheather this product original or not..,Reviewed in India on 27 November 2019,Flavour Name: Cookies & CreamSize: 2 Lbs,2
"The product delivered was faulty one, there was no lead cover when I opened the product. Seems someone has already used it",Reviewed in India on 18 June 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Received the protein powder today. It should weigh two pounds but the container is about 60 to 70 percent full. Apparently the container has been opened and some product removed.,Reviewed in India on 23 December 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
the protien powder lacks the taste and the impact which other protien powder provides  -Gymmer,Reviewed in India on 30 July 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"Its effective..Mocha cappuccino flavour is 8/10..but it might be unsafe to consume..On gold uses flavoring agents ( sucralose and acusulfame potassium) that are controversial(might be unsafe) chemicals.. Its better to eat whole foods than using supplements..Previously used flavours_ (double rich chocolate flavour (4/10),maybe a bad batch, french vanilla icecream (7/10)..In future, i will never use ON again.",Reviewed in India on 31 March 2018,Flavour Name: Mocha CappucinoSize: 2 Lbs,2
Please anyone help me24 g is written not 24 G in the main labelTell me is this fake?,Reviewed in India on 27 February 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"I got this product, few minutes ago, why they putted scratch at  bright commodities bill, any use of it? When will I claim my benefit?  after use I will write my review, Thank you",Reviewed in India on 21 June 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
There was no silver foil or anything with the product. Primarily it was plastic bottle with a cap but no coverage of the content. I am not sure whether  it is a genuine product or got tripped. NOT satisfied with this part . Did anybody else face this problem or you received the sealed bottle.,Reviewed in India on 29 January 2016,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
i am not sure its even genuine. its better to spend some extra money and go to a offline store and buy it from someone who will ensure authentic product.TASTE IS BAD AND DOESN'T EVEN DILUTE PROPERLY. SMELLS LIKE COMPLAN.,Reviewed in India on 4 July 2017,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"Product doesn't seem original,taste is very different from original.Better buy from shop as the cost us t that different",Reviewed in India on 21 March 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
There was no seal inside the container,Reviewed in India on 15 July 2020,Flavour Name: Extreme Milk ChocolateSize: 2 Lbs,2
Rocky road flavour seems like medicine. Very bad flavour . Really disapointed by it. Recently i hv tried iso sensation mocha cuppuchino nd my protein's vanilla nd myprotein's strawberry. These r far better than ON's rocky road. Although mixability is really gud than iso sensation and myprotein.,Reviewed in India on 26 September 2017,,2
When i got yhe product tge seal was broken and about 20% empty,Reviewed in India on 29 June 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Just like drinking bournvita,Reviewed in India on 14 December 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"It shows result, but it has huge side effect, but leg's swelled, become reddish, couldn't use more than 15 days",Reviewed in India on 5 July 2018,Flavour Name: StrawberrySize: 2 Lbs,2
Not much taste of chocolate,Reviewed in India on 10 March 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"I do not recommend, its not at all worth the investment. Tried One Box and never felt its giving you some sort of push. Better try other product lfrom GNC or H&B.",Reviewed in India on 29 April 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Not best,Reviewed in India on 7 February 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
I am using this product 20 days but not different in my body  to buy this product waste money,Reviewed in India on 22 October 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Authenticity issue,Reviewed in India on 17 January 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
The product is not mixing properly in water.genuine product mixes well and fully in water without any crystals,Reviewed in India on 18 September 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
"The container was tampered, the replacement container was also tampered, I asked for refund and got refund, pictures are added for further insight.",Reviewed in India on 16 June 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
2 rating for taking it back. I was intended to put 1 rating. Powder was old and didn't get dissolved in milk/Water.,Reviewed in India on 15 April 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Flavour is very bad in taste and the product is ineffective,Reviewed in India on 21 May 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Hardly believe the authenticity of the product..,Reviewed in India on 11 June 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Don't buy this product becous I got totally fack protein inside a box,Reviewed in India on 30 January 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Wrost products,Reviewed in India on 4 March 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Product was not upto mark...Mixed product,Reviewed in India on 12 July 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
I doubt it's genuine... the taste is different... also it's thinner and the scoop which is always present with optimum nutrition is missing,Reviewed in India on 26 May 2017,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Not  so good,Reviewed in India on 2 November 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Box was opened already,Reviewed in India on 29 June 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Not good....as per cost,Reviewed in India on 6 October 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
There is no scoop inside package so I have doubts about the originality.,Reviewed in India on 8 October 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
I don't like the taste.. Double Chocolate was way better than this one.,Reviewed in India on 1 June 2018,,2
"The powder produces a white layer while mixing with water, please tell me why?",Reviewed in India on 7 August 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Only 2 months for expiry date left,Reviewed in India on 28 March 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
It was one year old product.mfg date should always be mentioned on website where there is non returnable item.,Reviewed in India on 21 September 2018,Flavour Name: Mocha CappucinoSize: 2 Lbs,2
Box is really very small try purchsing a big one... it is actually not expensive of you calculate,Reviewed in India on 27 September 2017,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
This shows no result. It blots the belly..,Reviewed in India on 26 November 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
not as expected,Reviewed in India on 29 June 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Thik thak,Reviewed in India on 17 July 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Jhatoon,Reviewed in India on 25 June 2019,Flavour Name: Double Rich ChocolateSize: 2 Lbs,2
Anyone can replace the contents on box and reseal it effortlessly and quickly.Instead of pasting authentication code on box they should paste it on seal which is inside the lid.,Reviewed in India on 15 September 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Generally, I use the authenticity code printed on the box and it gets verified on Optimum Nutrition website (or through SMS). But this time, when I sent the authentication code on ON's verification SMS system, there was no response. I tried verifying on their website too, and that didn't work either. I am genuinely doubtful whether the product I received is genuine or not. Kindly help.",Reviewed in India on 4 May 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Mango flavour is too sweet. Too many artificial sweetner has been added. Protein is good quality. Buy chocolate flavour instead,Reviewed in India on 14 May 2024,Flavour Name: Alphonso MangoSize: 2 Lbs,3
"No doubt that the whey is very high standard protein If you want a good protein go for it , but the taste is very average and with the flavor it still tastes very raw and horrible when you take 2-3 gulp you feel like throwing and you can even puke all out you can clearly taste the heavy metals like you are chewing iron pieces so just buy other flavors of on don’t buy double dark chocolate if you want you can buy cookies and cream flavor that tastes good and overall on is the best protein you can buy .",Reviewed in India on 15 January 2024,Flavour Name: Double Rich ChocolateSize: 3.7 Lbs (1.7 Kg ),3
There was no seal after opening the container. Someone could have easily removed or replaced the content of the container.,Reviewed in India on 3 May 2024,Flavour Name: Mocha CappucinoSize: 2 Lbs,3
Okk,Reviewed in India on 18 May 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Good product,Reviewed in India on 21 March 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"I sent  code to 57575 , however I did not get any response and the product ws not verified",Reviewed in India on 18 January 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
for beginners,Reviewed in India on 17 February 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
It is a Good product No doubt about it . But I don't like this Flavor Very Much. You Can prefer other Flavour than this.,Reviewed in India on 8 December 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"The nutritional composition of this product is awful!!! it includes sunflower oils and maltodextrin which are just the worse components to have on a whey protein as it causes overall inflammation of the body. As I tasted this a) my tastebuds got overwhelmed with such artificiality (as I have a very clean diet), b) I developed headache and c) my belly expanded. don't buy it as it is definitely not worth it!! Better to eat boiled eggs altogether than this poison (full of artificial ingredients and the cheapest toxic ingredients). I just decided to throw it into the garbage",Reviewed in India on 25 January 2023,Flavour Name: Extreme Milk ChocolateSize: 2 Lbs,3
"I don't know, but you guys cannot give a single piece of scopp in the box ? I mean how im gonnaa know the exact quantity needed ?",Reviewed in India on 25 October 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Am a first time consumer of any kind of Whey Protein and based on the reviews have purchased this one.The delivery was smooth and had checked all the contents and verified the authenticity on the website through the code on the pack.I have taken vanilla ice cream flavor and have found it to be too sweet to my taste buds.,Reviewed in India on 21 April 2023,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
"I got this flavor after reading a lot positive comments about it. Though it turned out to be a disappointment to me. It felt so bad that I thought of throwing it out.A few days, I decided to read the instruction in the jar and it said you need to mix it with 180-240ml water. That's where I was wrong. I was mixing it with 150-180ml water(perfect quantity for Double Rich Chocolate).Those who are disliking it's flavor can try this - 250ml water + 5-6 ice cubes. It will drastically reduce down the sweetness and make it far more tolerable.No issues with the whey quality but I'm never buying this flavor again!",Reviewed in India on 6 June 2022,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
"The box came packed so I am assuming it's original. However, it leaves a strange after taste which usually doesn't come with original whey. So I am not sure if I will recommend this or not.",Reviewed in India on 17 May 2023,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
Everything is great as per mentioned macros expect it's too costly for what it offers,Reviewed in India on 22 September 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Get only if you like dark chocolate. I was literally 3/4th inti the bottle that I got hang of the taste. But I would not get this ever again.I have been consuming ON protein for quite sometime now. But I had issues digesting this time. I am going to try plant based protein now.If you are a beginner, I suggest try pea plant based protein.",Reviewed in India on 4 December 2022,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Before I say anything, know this. Food and Grocery safety in India is pure joke. There are no proper safety recommendations. Big corporations are selling extremely dangerous products to average Indians who don't know much and don't even bother to check if something's genuine or not, affecting the health negatively in long term.Saying this, Optimum Nutrition is from a reputed and trusted US based company. The product was indeed genuine.On Amazon.in, Make sure you're ordering from ONLY verified distributors :For example, Cloudtail India.Go to the official site of Optimum Nutrition to see how to check the authenticity of the product and register it.Impressions:The texture was kind of powdery.After trying the powder, sense of my taste and smell was gone for weeks. (Might not be related, just saying)",Reviewed in India on 14 June 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Actually, I had very strong hair, when I was using this product, i experienced hair fall suddenly.. so I skip this product.",Reviewed in India on 22 July 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Received the product on time but the seal was damaged. That is quite enough to question the authenticity of the product given that many fakes are available in the market. 2 scoops in 700ml bottle still seems watery (thin consistency )than expected. Mixability is good.,Reviewed in India on 26 July 2024,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Everything looks okay except 1) the powder seems to be in lumpy form in the tub 2) the scoop provided is the blurred transparent color without ON embossed on it. Kindly help,Reviewed in India on 15 February 2023,Flavour Name: Mocha CappucinoSize: 2 Lbs,3
Good,Reviewed in India on 16 September 2023,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Not sure whether the product is pure / genuine. Last 2 orders received had transparent scoop (instead of golden scoop) with no sign of ON branding on it.The flavor wasn't very soothing, it is purely neutral this time, highly doubt if it has any double chocolate thing to it.The powder didn't blend well with the same amount of water I used earlier (only this time it would form some bubbles and rise only to settle after a while)However the outer package and seal vouch for it's authenticity, I highly doubt if the inner product had anything to do with ON.",Reviewed in India on 21 May 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"I purchased this prodict because of the name of ON n that too gold series. But, I'm not very happy with the product because of the following reasons.1. When I opened the lid, there was no seal pack at the top of the jar. Usualy even indian brands have the sealed air tight bottle opening.2. The moment I opened the Jar, a gush of stink entered  my nose. Although it lasted only Few seconds, but there it was.3. It does not dissplve easily. Even after shaking few times, few chunks of the protein remain undissolved.I never faced any of these problems in any of the indian brands. So I'm very very much disappointed. Even after paying so much if we can't get excellent quality, then what's the point of spending so much money on the brand.",Reviewed in India on 6 April 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Okay,Reviewed in India on 26 July 2023,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
"2lb. Rocky Road. My issue with this particular purchase was that the cap was not tightly shut, even though the seal was intact. Some powder leaked out. I could actually tighten the cap even without opening the seal. One thing I don't like about ON is that the tubs don't look premium and the seal system is inferior to the price we pay.About this purchase, I think it is genuine. I have checked the 6-digit code in the website. Moreover it looks, feels and tastes exactly like the ones I normally purchase in the UAE.About the flavor(Rocky Road), it is good, but I still think 'Double Rich Chocolate' and 'Chocolate Malt' are better.",Reviewed in India on 13 July 2020,,3
Overall result is good but taste is very bad. I purchase a chocolate Flavour protien and it's smells very bad.,Reviewed in India on 3 December 2022,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Been using ON gold whey since last 2 year but this time vanilla ice cream flavour scoop comes in transparent colour instead of original gold colour.Even though the code is genuine but I have doubt if anyone else has also received the similar scoop,Reviewed in India on 16 September 2021,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
"I'm not understanding onething there is lots of different between healthkart and Amazone product..  1st time bought it from healthkart and 2nd time Amazone because of less price but Amazone product did not come longer than healthkart so I feel quantity is less and 2nd it did not work out for me as original but when checked in website with scratch code it says original, I'm completely confused.",Reviewed in India on 3 February 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"Powder is not bad but not suit me,give stomach ache and discomfort after eating.my digestion is very poor but muscleblaze raw whey 80 is very good for my digestive issue ,i observed the quality of muscleblaze raw 80 is better when ordering from flipkart,I don't know why from amazon powder is genuine but not good as from as Flipkart. But amazon's return policies are for better than Flipkart i feel safe to buy from amazon and i recommend to buy from amazon for this type products.Thanks",Reviewed in India on 25 September 2019,Flavour Name: Mocha CappucinoSize: 2 Lbs,3
"Rating 3 for now, will rate differently after a while. What instigated me to write a review, with of course a bit of skepticism is that that the front portion of the Jar where the brand is written, is not supposed to have the vegetarian mark as is evident from the photo of the product listed for sale in amazon. You can see the photo that I have posted and it does contain a vegetarian mark.Would be glad if cloudtail reads my message and clarifies the air.",Reviewed in India on 2 October 2018,Flavour Name: StrawberrySize: 2 Lbs,3
While placing the order the Best before date was shown as 5/11/2021. The delivered product had expiry date of 06/2021. I was offered a replacement assuring that the new product would have expiry in 11/2021. However the replacement product had same expiry date. And then I was denied replacement /return. Kindly share right product details to Customers.,Reviewed in India on 26 December 2020,Flavour Name: StrawberrySize: 2 Lbs,3
I like it but wsa 1 year old!! And it was pretty different than the same product of 6months old... please when I odar it next time ...give max 6months and not older than that,Reviewed in India on 14 December 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
It's been almost a year we have been using it but this time the product is not at all good. Earlier it used to mix like chocolate but this time its not at all getting mixed. Pl check picture and kindly replace it.,Reviewed in India on 22 February 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"there was always a scoop in it and in my order there isn't i don't know why it is original or not and without scoop serving it with regular spoon , it really confusing that how much I'm consuming whey protein",Reviewed in India on 19 May 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"This product, even though all the quality checking measures are correct, is not original genuine Optimum Nutrition product. I am not really fully aware of further details. As compared with my friend's, which he brought from middle east, the change is very clear. But i have used it for month now, and honestly speaking, it does give the results, if the work out program is right.",Reviewed in India on 8 December 2018,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
"I found the combination of chocolate,peanut butter and marshmallows appealing at first but when I tasted it, it was average. Then again the opinion is just based on my preference and taste buds. It’s amazing that a scoop of whey powder can not only have various flavours but also a significant amount of protein.My recommended ON whey protein flavours would be Double Rich Chocolate & Mocha Cappuccino. You won’t regret them! :)",Reviewed in India on 8 February 2019,,3
The product delivered is just few months away from the date of expiry. Supplier should send more recently packed products so that customer can use without the worry of product expiry in 2 months.,Reviewed in India on 17 March 2021,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
It's tasting bitter. I always expect genuine products from Amazon but I hope this time I received not the original one,Reviewed in India on 1 February 2022,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
I didn't like the flavour personally you may like it.,Reviewed in India on 21 May 2022,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
"It test like chocolate complan, anyway when I opened it for first time it seems like some amount has taken out.And I have doubt is it real or not? It feels like fake product.",Reviewed in India on 31 May 2020,Flavour Name: Double Rich ChocolateSize: 2 Lbs,3
Product dosent improve Lonely. Not getting much results. evenly habe to intake more eggs chicken natural protien also along with scoop of whey. can give expected result. My siggestion is if you are not having plan to step up stage competion then it dosent need. Pls go with natural foods its long last and super fit nd look to ur body. have Much money then go nd buy.,Reviewed in India on 1 August 2018,Flavour Name: StrawberrySize: 2 Lbs,3
Delivery was prompt. Mine wad surprisingly from never heard glanbia nutrition. I've used half the container now and i didn't even find a scoop. Which makes me doubt the authenticity !,Reviewed in India on 17 March 2021,Flavour Name: Vanilla Ice CreamSize: 2 Lbs,3
